Text,,Doc,Event,Label,
At least three people were killed following a 65magnitude earthquake just outside the coastal town of Cipatujah on Java island in [TIME-ARG] midDecember [TIME-ARG],, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
An earthquake struck Indonesias western province of Aceh in [TIME-ARG] December 2016 [TIME-ARG]  killing more than 100 people injuring many more and leaving tens of thousands homeless,, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
Aceh was one of the areas worst worst hit by the devastating [TIME-ARG] 2004 [TIME-ARG]  triggred by a magnitude 93 undersea earthquake off the coast of Sumatra,, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
At least three people were killed following a 65magnitude earthquake just outside the [PLACE-ARG] coastal town of Cipatujah on Java island [PLACE-ARG]  in midDecember,, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
An earthquake struck [PLACE-ARG] Indonesias western province of Aceh [PLACE-ARG]  in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless,, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 93 undersea earthquake off [PLACE-ARG] the coast of Sumatra [PLACE-ARG],, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
The wall of waves killed 220000 people in countries around the [PLACE-ARG] Indian Ocean [PLACE-ARG]  including 168000 in Indonesia,, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in [PLACE-ARG] Indonesia [PLACE-ARG],, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
An earthquake struck Indonesias western province of [PLACE-ARG] Aceh [PLACE-ARG]  in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless,, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
At least [CASUALTIES-ARG] three people were killed [CASUALTIES-ARG]  following a 65magnitude earthquake just outside the coastal town of Cipatujah on Java island in midDecember,, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
An earthquake struck Indonesias western province of Aceh in December 2016 [CASUALTIES-ARG] killing more than 100 people injuring many more and leaving tens of thousands homeless [CASUALTIES-ARG],, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
The wall of waves [CASUALTIES-ARG] killed 220000 people [CASUALTIES-ARG]  in countries around the Indian Ocean including 168000 in Indonesia,, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
The wall of waves killed 220000 people in countries around the Indian Ocean including [CASUALTIES-ARG] 168000 [CASUALTIES-ARG]  in Indonesia,, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
The tremor was felt across the densely populated island [CASUALTIES-ARG] causing damage to hundreds of houses and other buildings [CASUALTIES-ARG],, Strong quake of magnitude 6.0 rocks Jakarta: USGS.  JAKARTA: Indonesias capital Jakarta was rocked on Tuesday by a strong earthquake which forced some buildings to be evacuated but there was no immediate tsunami threat or reported injuries a government agency said.  The United States Geological Survey said the 6.0 magnitude quake struck at a depth of 43 kilometres 27 miles.  That contrasted with an initial report from the Indonesian Meteorology Climatology and Geophysics agency which said the quake had a 6.4 magnitude at a shallower 10 kilometre depth.  The epicentre was off the coast about 130 kilometres southwest of the sprawling city.  Indonesia sits on the Pacific Ring of Fire where tectonic plates collide causing frequent seismic and volcanic activity.  At least three people were killed following a 6.5-magnitude. earthquake just outside the coastal town of Cipatujah on Java island in mid-December.  The tremor was felt across the densely populated island causing damage to hundreds of houses and other buildings.  An earthquake struck Indonesias western province of Aceh in December 2016 killing more than 100 people injuring many more and leaving tens of thousands homeless.  Aceh was one of the areas worst worst hit by the devastating 2004 triggred by a magnitude 9.3 undersea earthquake off the coast of Sumatra.  The wall of waves killed 220000 people in countries around the Indian Ocean including 168000 in Indonesia. ,EARTHQUAKE,1,
